id,text,sentiment
295,"kommentlarda hammasi urush, bunday bo'lmasligi kerak edi 🤦‍♀️",negative
296,"bugun talim bo'yicha faqat kuzatib turdim, ok :|",neutral
297,"😄 Twitterda yangi noutbuk haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
298,"👍 😍 konferensiya juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
299,"🤬 😭 ilova bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, umuman yoqmadi.",negative
300,😢 😞 😞,negative
301,"🥰 🤩 Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman.",positive
302,"professor va'da qilgan ishini bajarmadi, natijadan noroziman. 👎 💔",negative
303,"Buxorodagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, yoqib qoldi. 👍",positive
304,"😊 Qo'qondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim.",positive
305,"telefon operatori bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, juda jahlim chiqdi.",negative
306,kommentlarni o'qib rostdan ham zor 😍,positive
307,"do'stlar juda chiroyli tushuntiribdi, rahmat, zo'r ekan",positive
308,"ertaga professor bilan qisqa suhbatlashdim, shunchaki ma'lumot uchun. 🙄 📌",neutral
309,"shu hafta Qo'qonda seminar bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
310,"🤬 aviachiptalar sifati kutilganidek emas, juda sust ishlayapti, xafa bo'ldim.",negative
311,"👎 aviachiptalar sifati kutilganidek emas, juda sust ishlayapti, afsuslandim.",negative
312,"😔 😞 Twitterdagi reklamalar juda asabga tegayapti, umuman yoqmadi.",negative
313,"aka nimadir yozibdi, lekin men uchun bilmayman ✍️",neutral
314,"🤩 ertaga Farg'onaga bordim, hamma narsa mamnunman.",positive
315,"kitob sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim. 😊",positive
316,"ilova bo'yicha pul mavzusi zo'r chiqibdi, menga yoqdi 😍",positive
317,"o'tgan oy Toshkentga bordim, hamma narsa mamnunman.",positive
318,"kecha direktor bilan qisqa suhbatlashdim, oddiy bo'ldi. 📌",neutral
319,"bugungi ilova haqidagi siyosat videolari yoqdi, super ❤️",positive
320,"🥰 Twitterda yangi planshet haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
321,"😎 kofe sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim.",positive
322,"😁 kecha Andijonga bordim, hamma narsa mamnunman.",positive
323,"shu hafta Namanganda majlis bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
324,✨ 🥰 😁,positive
325,"kommentlarda hammasi urush, bekor ketdi hamma narsasi 👎",negative
326,"📌 bugun Toshkentda dars bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
327,"🥰 😁 imtihon juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
328,"Telegramda yangi planshet haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
329,"mijozlarga xizmat ko'rsatish bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, noroziman. 😞",negative
330,ℹ️ ?? 😶,neutral
331,"Redmi Note 13 sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi. 👍 😎",positive
332,"kelasi oy direktor bilan qisqa suhbatlashdim, oddatdagidek.",neutral
333,"kuryer xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, juda jahlim chiqdi. 👎",negative
334,"😢 o'tgan oy Namanganda bo'lgan seminar menga umuman yoqmadi, juda jahlim chiqdi.",negative
335,"noutbuk sotib oldim, narxi arzon emas, lekin sifati uchun kayfiyatim ko'tarildi. 😊",positive
336,"YouTubedagi reklamalar juda asabga tegayapti, afsuslandim. 😔 😠",negative
337,"folloverlar umuman tushuntira olmadi, qattiq hafsalam pir bo'ldi 💔",negative
338,"👎 Telegramdagi reklamalar juda asabga tegayapti, juda jahlim chiqdi.",negative
339,"😶 ℹ️ kuryer xizmati bo'yicha yangilanish chiqdi, lekin hozircha neytral qarayman.",neutral
340,"kecha Toshkentga bordim, hamma narsa kayfiyatim ko'tarildi. 🤩 ✨",positive
341,"iPhone 15 haqida fikrlar turlicha, hozircha hech qanday o'zgarish sezilmadi. 🤔 🙄",neutral
342,"📌 YouTubeda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek.",neutral
343,"Toshkent haqida yangilik o'qidim, oddiy bo'ldi.",neutral
344,"😶 📌 Namangan haqida yangilik o'qidim, shunchaki ma'lumot uchun.",neutral
345,"noutbuk sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim. 😊",positive
346,"bugun direktor bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi. 🤔 🤔",neutral
347,"planshet haqida fikrlar turlicha, hozircha neytral qarayman.",neutral
348,zerikarli 🤬,negative
349,"Facebookda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek. 😶",neutral
350,"kelasi oy Qo'qonda konferensiya bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
351,"Yangi dastur ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim. 😄",positive
352,"😄 😎 YouTubeda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, mamnunman.",positive
353,"💔 kecha Namanganda bo'lgan uchrashuv menga umuman yoqmadi, noroziman.",negative
354,"😐 😶 kecha do'stim bilan qisqa suhbatlashdim, oddatdagidek.",neutral
355,😶 🤔,neutral
356,"kecha Andijonga bordim, hamma narsa hayratda qoldim.",positive
357,"seminar juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi.",positive
358,"noutbuk sotib oldim, narxi arzon emas, lekin sifati uchun juda xursand bo'ldim.",positive
359,"oyin bo'yicha texnika mavzusi zo'r chiqibdi, klass :D",positive
360,"🙄 🤔 Samsung A55 haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun.",neutral
361,?? :| 😶,neutral
362,"professor va'da qilgan ishini bajarmadi, natijadan hafsalam pir bo'ldi. 😡",negative
363,:) =) 🔥 ✨,positive
364,"ertaga Xivaga bordim, hamma narsa mamnunman. ✨",positive
365,"😍 Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, hayratda qoldim.",positive
366,"Samarqandga borish rejam buzildi, chiptalar bilan muammo bo'ldi, afsuslandim. 😞 😢",negative
367,"Andijon haqida yangilik o'qidim, neytral qarayman. ℹ️",neutral
368,"sayt sifati yana tushib ketgan, qattiq hafsalam pir bo'ldi 😞",negative
369,"😎 YouTubeda yangi planshet haqida post ko'rdim, menga juda yoqdi, hayratda qoldim.",positive
370,"kofe sotib oldim, narxi arzon emas, lekin sifati uchun kayfiyatim ko'tarildi. 😍",positive
371,🔥 <3 😄 ✨,positive
372,"do'stlar umuman tushuntira olmadi, qattiq hafsalam pir bo'ldi",negative
373,"shu hafta Xivaga bordim, hamma narsa juda xursand bo'ldim. 👍",positive
374,"kommentlarni o'qib rostdan ham rahmat, zo'r ekan ✨",positive
375,"📌 kecha Toshkentda seminar bo'lib o'tdi, men faqat qatnashdim, neytral qarayman.",neutral
376,"kitob sotib oldim, narxi arzon emas, lekin sifati uchun hayratda qoldim. 😁",positive
377,"bugungi kommentlar mavzusi zerikarli bo'ldi, servis noldan ham past 🤦‍♂️",negative
378,"bank xizmati bo'yicha yangilanish chiqdi, lekin hozircha oddatdagidek. 😶",neutral
379,"instagram sahifa sifati yana tushib ketgan, qattiq hafsalam pir bo'ldi 😢",negative
380,"Farg'ona haqida yangilik o'qidim, hech qanday o'zgarish sezilmadi. 📌",neutral
381,"bugun Xivaga bordim, hamma narsa juda xursand bo'ldim. 😍",positive
382,"👍 Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim.",positive
383,bombaaa,positive
384,"Toshkentdagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, hayratda qoldim. 🤩 🥰",positive
385,"shu hafta Buxoroda konferensiya bo'lib o'tdi, men faqat qatnashdim, neytral qarayman. 😐",neutral
386,;) 🔥 👍 <3,positive
387,"dastur bo'yicha yangilanish chiqdi, lekin hozircha neytral qarayman. 🤔",neutral
388,😁 :) 😎,positive
389,rosa yoqdi ❤️,positive
390,"😎 konferensiya juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi.",positive
391,"YouTubeda kitob haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman. 😶",neutral
392,"kecha Qo'qonda dars bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi.",neutral
393,"Samsung A55 sifati kutilganidek emas, juda sust ishlayapti, xafa bo'ldim. 🤬",negative
394,"planshet sifati kutilganidek emas, juda sust ishlayapti, hafsalam pir bo'ldi.",negative
395,"kofe haqida fikrlar turlicha, hozircha shunchaki ma'lumot uchun. 😐",neutral
396,"YouTubeda Redmi Note 13 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, shunchaki ma'lumot uchun. 😶",neutral
397,"bugun Samarqandda seminar bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi. 🤔",neutral
398,"😶 mijozlarga xizmat ko'rsatish bo'yicha yangilanish chiqdi, lekin hozircha shunchaki ma'lumot uchun.",neutral
399,"kommentlarni o'qidim, fikir yo'q 😐",neutral
400,"Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi. 😊",positive
401,"planshet haqida fikrlar turlicha, hozircha hech qanday o'zgarish sezilmadi. 😶",neutral
402,"ℹ️ o'tgan oy hamkasbim bilan qisqa suhbatlashdim, oddatdagidek.",neutral
403,"hamkasbim va'da qilgan ishini bajarmadi, natijadan juda jahlim chiqdi.",negative
404,"bugun Farg'onada konferensiya bo'lib o'tdi, men faqat qatnashdim, oddiy bo'ldi. 😶 📌",neutral
405,"🙄 Farg'ona haqida yangilik o'qidim, oddiy bo'ldi.",neutral
406,"bugun Andijonga bordim, hamma narsa zo'r bo'ldi. 😎",positive
407,juda yomon 👎,negative
408,"seminar juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, yoqib qoldi.",positive
409,"Twitterdagi reklamalar juda asabga tegayapti, umuman yoqmadi. 😔",negative
410,😢 :( >:( 💔,negative
411,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, kayfiyatim ko'tarildi. 👍",positive
412,"Yangi mijozlarga xizmat ko'rsatish ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman. 😎",positive
413,"Redmi Note 13 sifati kutilganidek emas, juda sust ishlayapti, juda jahlim chiqdi. 👎",negative
414,"😔 YouTubedagi reklamalar juda asabga tegayapti, afsuslandim.",negative
415,"bugun Samarqandga bordim, hamma narsa juda xursand bo'ldim.",positive
416,"bugun yangiliklar bo'yicha faqat kuzatib turdim, norm 🤔",neutral
417,"o'tgan oy Andijonda bo'lgan seminar menga umuman yoqmadi, noroziman.",negative
418,🤦‍♂️ =/ 👎 :(,negative
419,"🤔 kecha Buxoroda imtihon bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
420,"😶 😶 Namangan haqida yangilik o'qidim, shunchaki ma'lumot uchun.",neutral
421,"seminar juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi. 🥰",positive
422,yoqmadi 🤬,negative
423,"iPhone 15 sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman.",positive
424,"kecha Xivaga bordim, hamma narsa mamnunman. ✨",positive
425,"kelasi oy Samarqandga bordim, hamma narsa kayfiyatim ko'tarildi.",positive
426,"Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi. 😄",positive
427,"ℹ️ 😶 YouTubeda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman.",neutral
428,"iPhone 15 sotib oldim, narxi arzon emas, lekin sifati uchun mamnunman. 😎",positive
429,"kecha Qo'qonda bo'lgan konferensiya menga umuman yoqmadi, juda jahlim chiqdi. 🤬 😡",negative
430,"kelasi oy Namanganga bordim, hamma narsa kayfiyatim ko'tarildi. 😊",positive
431,"😄 konferensiya juda samarali o'tdi, hamkasbim tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
432,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, mamnunman. 😍 😄",positive
433,"o'qib qo'ydim xolos, ok ℹ️",neutral
434,"😢 ertaga Buxoroda bo'lgan dars menga umuman yoqmadi, noroziman.",negative
435,"🙄 kecha Farg'onada dars bo'lib o'tdi, men faqat qatnashdim, shunchaki ma'lumot uchun.",neutral
436,"majlis juda samarali o'tdi, rahbar tushuntirgan mavzu juda foydali bo'ldi, kayfiyatim ko'tarildi.",positive
437,"kecha Buxoroga bordim, hamma narsa kayfiyatim ko'tarildi.",positive
438,"👍 🥰 dars juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi.",positive
439,"YouTubeda yangi kitob haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
440,"YouTubeda planshet haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman. 😶",neutral
441,❤️ :D :D 🔥,positive
442,"😍 kecha Samarqandga bordim, hamma narsa hayratda qoldim.",positive
443,"💔 🤬 Facebookdagi reklamalar juda asabga tegayapti, afsuslandim.",negative
444,"bugungi post haqidagi kommentlar videolari yoqdi, yaxshi ishlayapti 🔥",positive
445,"kommentlarda hammasi urush, qattiq hafsalam pir bo'ldi 🤦‍♂️",negative
446,"📌 Buxoro haqida yangilik o'qidim, oddatdagidek.",neutral
447,bunday bo'lmasligi kerak edi 🤦‍♂️,negative
448,"👎 😡 Redmi Note 13 sifati kutilganidek emas, juda sust ishlayapti, juda jahlim chiqdi.",negative
449,"😍 😄 Facebookda yangi aviachiptalar haqida post ko'rdim, menga juda yoqdi, zo'r bo'ldi.",positive
450,otliii =),positive
451,"seminar juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
452,"uchrashuv juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, mamnunman. 😁 😎",positive
453,"internet bo'yicha talim postini ko'rdim, fikir yo'q 🙄",neutral
454,"majlis juda samarali o'tdi, direktor tushuntirgan mavzu juda foydali bo'ldi, hayratda qoldim.",positive
455,juda yomon :'(,negative
456,"planshet haqida fikrlar turlicha, hozircha oddiy bo'ldi. 🙄",neutral
457,"bugungi musiqa mavzusi zerikarli bo'ldi, aldashdi 😞",negative
458,"telefon operatori bo'yicha yangilanish chiqdi, lekin hozircha hech qanday o'zgarish sezilmadi.",neutral
459,"bugungi ilova haqidagi kino videolari yoqdi, otliii 😁",positive
460,"Facebookdagi reklamalar juda asabga tegayapti, afsuslandim. 👎",negative
461,"📌 🙄 shu hafta direktor bilan qisqa suhbatlashdim, hech qanday o'zgarish sezilmadi.",neutral
462,"kelasi oy do'stim bilan qisqa suhbatlashdim, shunchaki ma'lumot uchun. 🙄",neutral
463,"😁 😄 o'tgan oy Xivaga bordim, hamma narsa juda xursand bo'ldim.",positive
464,"Samarqanddagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, hayratda qoldim. 🥰",positive
465,"post bo'yicha yangiliklar postini ko'rdim, shunchaki ...",neutral
466,"uchrashuv juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, mamnunman. 🥰",positive
467,"😔 bank xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, umuman yoqmadi.",negative
468,"uchrashuv juda samarali o'tdi, dekan tushuntirgan mavzu juda foydali bo'ldi, juda xursand bo'ldim.",positive
469,"👎 Qo'qonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, xafa bo'ldim.",negative
470,kommentlarni o'qib rostdan ham yaxshi ishlayapti 🥰,positive
471,"Farg'ona haqida yangilik o'qidim, oddiy bo'ldi. 😐",neutral
472,"Telegramda yangi iPhone 15 haqida post ko'rdim, menga juda yoqdi, hayratda qoldim.",positive
473,"kelasi oy Samarqandga bordim, hamma narsa hayratda qoldim. 😍",positive
474,"🙄 🙄 Toshkent haqida yangilik o'qidim, hech qanday o'zgarish sezilmadi.",neutral
475,"👍 uchrashuv juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, mamnunman.",positive
476,"shu hafta Samarqandga bordim, hamma narsa mamnunman.",positive
477,📌 ... 📌,neutral
478,;) 😁 ✨,positive
479,"Yangi telefon operatori ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim. 😁",positive
480,"Facebookda Samsung A55 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddiy bo'ldi.",neutral
481,"📌 😐 aviachiptalar haqida fikrlar turlicha, hozircha oddiy bo'ldi.",neutral
482,"Telegramda Redmi Note 13 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman.",neutral
483,"Twitterda iPhone 15 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, neytral qarayman. 🤔",neutral
484,"kofe sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi.",positive
485,"kitob sotib oldim, narxi arzon emas, lekin sifati uchun yoqib qoldi.",positive
486,"🤩 Facebookda yangi Samsung A55 haqida post ko'rdim, menga juda yoqdi, juda xursand bo'ldim.",positive
487,"🤬 Redmi Note 13 sifati kutilganidek emas, juda sust ishlayapti, afsuslandim.",negative
488,"kuryer xizmati bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, umuman yoqmadi. 👎",negative
489,yaxshi ishlayapti 🤩,positive
490,"😍 Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, juda xursand bo'ldim.",positive
491,"bugun siyosat bo'yicha faqat kuzatib turdim, norm ℹ️",neutral
492,"😊 Yangi internet xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, yoqib qoldi.",positive
493,"Buxoro haqida yangilik o'qidim, oddatdagidek. 🙄",neutral
494,😊 🤩 👍 :),positive
495,😍 ❤️,positive
496,"😶 ertaga Buxoroda majlis bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi.",neutral
497,"kelasi oy Samarqandga bordim, hamma narsa yoqib qoldi. 🥰 😊",positive
498,"dastur bo'yicha yangilanish chiqdi, lekin hozircha oddiy bo'ldi.",neutral
499,"bugun Buxoroda uchrashuv bo'lib o'tdi, men faqat qatnashdim, hech qanday o'zgarish sezilmadi. 😶",neutral
500,"Telegramda yangi planshet haqida post ko'rdim, menga juda yoqdi, yoqib qoldi.",positive
501,info uchun ??,neutral
502,"sayt sifati yana tushib ketgan, pulga achindim",negative
503,😐 :| 😐,neutral
504,"Qo'qonga borish rejam buzildi, chiptalar bilan muammo bo'ldi, hafsalam pir bo'ldi.",negative
505,"😍 🤩 kelasi oy Toshkentga bordim, hamma narsa zo'r bo'ldi.",positive
506,"😐 bank xizmati bo'yicha yangilanish chiqdi, lekin hozircha shunchaki ma'lumot uchun.",neutral
507,"Qo'qondagi sayohatim ajoyib o'tdi, xizmatlar hammasi darajasida, juda xursand bo'ldim.",positive
508,"Namangan haqida yangilik o'qidim, oddatdagidek. ℹ️",neutral
509,"o'tgan oy dekan bilan qisqa suhbatlashdim, oddiy bo'ldi. 📌 ℹ️",neutral
510,"ertaga Toshkentga bordim, hamma narsa zo'r bo'ldi. 😍",positive
511,"majlis juda samarali o'tdi, do'stim tushuntirgan mavzu juda foydali bo'ldi, mamnunman. 😎",positive
512,"😄 😍 Facebookda yangi planshet haqida post ko'rdim, menga juda yoqdi, kayfiyatim ko'tarildi.",positive
513,"ilova bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, hafsalam pir bo'ldi. 😔 🤬",negative
514,"ilova bilan muammo chiqdi, qo'llab-quvvatlash xizmati javob bermadi, xafa bo'ldim. 💔",negative
515,"YouTubedagi reklamalar juda asabga tegayapti, xafa bo'ldim. 😭 🤬",negative
516,"imtihon juda samarali o'tdi, o'qituvchi tushuntirgan mavzu juda foydali bo'ldi, zo'r bo'ldi. 🤩",positive
517,"Farg'onaga borish rejam buzildi, chiptalar bilan muammo bo'ldi, juda jahlim chiqdi. 😠",negative
518,"Xiva haqida yangilik o'qidim, oddatdagidek.",neutral
519,"Facebookda iPhone 15 haqida e'lon ko'rdim, hozircha faqat ma'lumot yig'ayapman, oddatdagidek.",neutral
520,"aka nimadir yozibdi, lekin men uchun hech narsa o'zgarmadi 😶",neutral
521,"YouTubeda yangi planshet haqida post ko'rdim, menga juda yoqdi, mamnunman. 😎",positive
522,"bugungi sayt haqidagi talim videolari yoqdi, zo'r 😍",positive
523,"✨ Yangi bank xizmati ishga tushdi, hozircha hammasi yaxshi ishlayapti, zo'r bo'ldi.",positive
